A0JLT2,P35558
Q12983,Q15382
Q12983,P10415
Q12986,O14746
Q13009,P15153
Q13009,P63000
Q13009,P60953
Q13009,P01112
Q13017,P63000
Q13017,Q13464
Q13017,P01112
Q13017,P84077
Q13042,P06493
Q13043,P42574
Q13077,P98170
Q13077,P01375
Q13085,Q9Y478
Q13085,O43741
Q13085,Q9UGJ0
Q13085,P54619
Q13085,Q13131
Q13085,P54646
Q13085,Q9UGI9
Q13094,P43403
Q13094,P43405
Q13105,P01106
Q13107,O15111
Q13107,P98170
Q13107,P01375
Q13107,O14920
Q13114,Q06187
Q13115,P28482
Q13115,P27361
Q13131,P13569
Q13131,P04035
Q13131,P17612
Q13131,O00763
Q13131,P42345
Q13131,Q13085
Q13133,O95477
Q13145,P01137
Q13145,Q04771
Q13145,P62942
Q13145,P36896
Q13153,P15153
Q13153,P04049
Q13153,P42574
Q13153,P63000
Q13153,P60953
Q13156,P56282
Q13156,Q14181
Q13156,Q07864
Q13156,Q9NRF9
Q13156,Q9NR33
Q13158,P42574
Q13158,O15111
Q13164,P17302
Q13164,Q05513
Q13164,P51812
Q13164,Q15418
Q13177,P15153
Q13177,P42574
Q13177,P63000
Q13177,P60953
Q13188,P42574
Q13202,P28482
Q13202,P27361
Q13224,P17612
Q13224,P36873
Q13227,O95477
Q13233,P15153
Q13233,P42574
Q13233,P63000
Q13233,O15111
Q13233,P60953
Q13233,P16220
Q13233,O14920
Q13237,P04049
Q13237,Q10588
Q13237,Q01668
Q13237,P36873
Q13237,O60840
Q13237,P32418
Q13239,P06239
Q13239,P06241
Q13239,P12931
Q13239,P09769
Q13239,P07948
Q13239,P08631
Q13239,P07947
Q13253,P15336
Q13255,P63096
Q13257,Q96GD4
Q13257,P36873
Q13285,P17612
Q13287,P24385
Q13287,P12004
Q13287,P01589
Q13291,P06241
Q13309,P63208
Q13309,P61024
Q13309,P38936
Q13315,P00519
Q13322,P06213
Q13322,P01308
Q13323,P10415
Q13324,P06850
Q13352,Q96GD4
Q13352,P36873
Q13362,Q96GD4
Q13362,P36873
Q13362,P31749
Q13363,P24385
Q13363,Q9UJU2
Q13363,Q03181
Q13363,P01106
Q13370,P31749
Q13393,P11233
Q13393,P62330
Q13393,P17252
Q13393,P84077
Q13409,P04150
Q13409,Q96GD4
Q13409,P06401
Q13409,P07900
Q13409,P36873
Q13409,P08238
Q13409,P10275
Q13415,P56282
Q13415,Q14181
Q13415,Q07864
Q13415,Q9NRF9
Q13415,Q9NR33
Q13416,P56282
Q13416,Q14181
Q13416,Q07864
Q13416,Q9NRF9
Q13416,Q9NR33
Q13418,P08648
Q13418,P05556
Q13418,P17252
Q13418,P31749
Q13464,P28482
Q13464,P19838
Q13464,P27361
Q13464,P19634
Q13464,P36873
Q13469,P60568
Q13469,P49841
Q13469,Q96LZ3
Q13480,O00459
Q13480,P16234
Q13480,P09619
Q13480,P35968
Q13480,P42336
Q13480,P00533
Q13480,P42338
Q13480,O00329
Q13480,Q13464
Q13480,P27986
Q13485,P05121
Q13485,P24385
Q13485,P15336
Q13485,Q9UJU2
Q13485,Q03181
Q13485,P38936
Q13485,P01106
Q13488,P00533
Q13489,P42574
Q13489,P17405
Q13489,O14727
Q13490,P42574
Q13490,O14727
Q13495,P35916
Q13495,P01106
Q13501,Q13315
Q13503,P35558
Q13522,P17612
Q13522,P36873
Q13522,Q96LZ3
Q13522,P17252
Q13526,P06493
Q13535,P00519
Q13541,P28482
Q13541,P27361
Q13541,P42345
Q13542,P42345
Q13546,Q9Y6Y9
Q13546,P42574
Q13546,P07900
Q13546,P17405
Q13546,O15111
Q13546,P98170
Q13546,P08238
Q13546,O00206
Q13546,O14920
Q13547,P05121
Q13547,Q13363
Q13547,O14746
Q13547,P07359
Q13547,P06493
Q13554,Q01959
Q13554,P42262
Q13554,P41594
Q13554,P10636
Q13554,P36873
Q13554,P63000
Q13554,Q13547
Q13554,P12931
Q13554,P04839
Q13554,Q14289
Q13554,P78352
Q13554,P16220
Q13554,P01112
Q13554,Q9UKV0
Q13554,P42261
Q13554,Q92769
Q13554,Q8NER1
Q13554,P29475
Q13555,P10636
Q13555,P16220
Q13557,Q01959
Q13557,P42262
Q13557,P41594
Q13557,P10636
Q13557,P36873
Q13557,P04839
Q13557,P16220
Q13557,P42261
Q13557,Q8NER1
Q13557,P29475
Q13561,P04150
Q13561,P06401
Q13561,P07900
Q13561,P08238
Q13561,P10275
Q13562,P35557
Q13568,P01574
Q13573,P01106
Q13576,P15153
Q13576,P63000
Q13576,P60953
Q13616,P63208
Q13616,P61024
Q13616,P38936
Q13616,P16471
Q13617,Q16665
Q13635,Q99835
Q13651,P51692
Q13671,P20339
Q13671,P00519
Q13671,P01112
Q13671,P42684
Q13702,Q14289
Q13705,P12644
Q13751,P63000
Q13751,P60953
Q13753,P63000
Q13753,P60953
Q13761,Q9UJU2
Q13761,P20701
Q13761,P38936
Q13794,P10415
Q13797,P19320
Q13813,P42574
Q13873,P12644
Q13873,P15336
Q13873,P43026
Q13888,Q13315
Q13889,Q13315
Q13936,P60880
Q13936,P17612
Q13936,P36873
Q13936,P01308
Q13951,P60568
Q13951,P01579
Q13951,P17931
Q13951,P45452
Q13951,Q04759
Q13951,P08648
Q13951,P08700
Q13951,P07359
Q13951,P20701
Q13951,P02818
Q13951,P01589
Q13951,P38936
Q13951,Q92570
Q13952,Q14534
Q13952,O95749
Q13952,P49327
Q13952,P11021
Q13952,Q9UBM7
Q13952,Q13907
Q13972,P17612
Q13972,P06493
Q13972,P01112
Q13976,P04049
Q13976,Q86W47
Q13976,Q10588
Q13976,Q16558
Q13976,Q01668
Q13976,Q9NPA1
Q13976,P36873
Q13976,O60840
Q13976,P32418
Q14008,Q96GD4
Q14008,P36873
Q14012,P16220
Q14031,P00748
Q14114,P00519
Q14116,P19838
Q14116,P05412
Q14116,P29466
Q14118,P63000
Q14118,P60953
Q14155,P15153
Q14155,P63000
Q14155,P60953
Q14161,P63000
Q14161,P60953
Q14185,P15153
Q14185,P63000
Q14186,P24385
Q14186,P04183
Q14186,P04818
Q14186,P31350
Q14186,P12004
Q14186,P01589
Q14186,P06493
Q14186,P11388
Q14186,O14727
Q14186,P01106
Q14203,P04150
Q14203,P06401
Q14203,P07900
Q14203,P08238
Q14203,P10275
Q14204,P04150
Q14204,Q96GD4
Q14204,P06401
Q14204,P07900
Q14204,P36873
Q14204,P08238
Q14204,P10275
Q14232,P41091
Q14241,Q13315
Q14242,P16581
Q14289,P15153
Q14289,P00533
Q14289,P63000
Q14289,P20701
Q14289,P12931
Q14289,P09769
Q14289,P05107
Q14289,P07948
Q14289,P08631
Q14332,P49841
Q14344,O43739
Q14344,P37288
Q14344,P35368
Q14344,P25101
Q14344,P48736
Q14344,P47901
Q14344,P12931
Q14344,P25100
Q14344,P35348
Q14344,P21731
Q14344,Q99418
Q14344,P05106
Q14416,P63096
Q14457,Q14643
Q14457,P10415
Q14512,P05230
Q14566,P56282
Q14566,Q14181
Q14566,Q07864
Q14566,Q9NRF9
Q14566,Q9NR33
Q14571,P17612
Q14573,P17612
Q14623,Q99835
Q14643,P17612
Q14644,P01112
Q14653,P01574
Q14683,P01106
Q14686,Q06520
Q14686,P02647
Q14686,P50416
Q14686,Q02928
Q14686,O60656
Q14686,P01019
Q14686,P02652
Q14686,P48163
Q14686,P23786
Q14686,O95477
Q14686,P04798
Q14686,P13196
Q14686,Q07869
Q14686,Q16881
Q14738,P28482
Q14738,P04070
Q14738,P27361
Q14738,P31323
Q14738,O14746
Q14738,Q96GD4
Q14738,P54619
Q14738,P10636
Q14738,P36873
Q14738,P31749
Q14765,P11233
Q14765,P14174
Q14765,P01579
Q14765,P00441
Q14765,P23458
Q14765,P07355
Q14765,P78417
Q14765,P60953
Q14765,P05120
Q14765,P62937
Q14765,P09210
Q14765,P00915
Q14765,P84077
Q14766,P01137
Q14790,Q13315
Q14790,P42574
Q14790,P29466
Q14814,P05412
Q14814,P11474
Q14832,P63096
Q14957,P17612
Q14994,P05177
Q15004,P56282
Q15004,Q07864
Q15004,Q9NRF9
Q15004,P12004
Q15004,Q9NR33
Q15019,P68366
Q15019,P23258
Q15019,P04350
Q15019,P31323
Q15019,Q71U36
Q15019,P17612
Q15019,P07900
Q15019,P07437
Q15019,P68371
Q15019,P06493
Q15027,P62330
Q15052,P15153
Q15052,P63000
Q15052,P60953
Q15052,P01112
Q15054,P12004
Q15080,P19320
Q15080,P63000
Q15109,P19838
Q15109,Q00653
Q15109,P04839
Q15118,O00459
Q15118,P42336
Q15118,P42338
Q15118,P29803
Q15118,P11177
Q15118,O00329
Q15118,Q05513
Q15118,P08559
Q15118,P27986
Q15119,P10515
Q15119,P29803
Q15119,P11177
Q15119,P08559
Q15119,P17252
Q15119,P31749
Q15121,P28482
Q15121,P27361
Q15139,P05129
Q15139,P20701
Q15139,P05556
Q15139,P05107
Q15139,P17252
Q15147,Q05655
Q15147,P41180
Q15172,Q96GD4
Q15172,P36873
Q15172,P31749
Q15173,Q96GD4
Q15173,P36873
Q15173,P31749
Q15256,P28482
Q15256,P27361
Q15262,P01133
Q15262,P00533
Q15283,P01112
Q15291,P07359
Q15303,P51692
Q15303,P17252
Q15306,P01574
Q15311,P11233
Q15311,P15153
Q15311,P62330
Q15311,P63000
Q15311,P60953
Q15311,P01112
Q15311,P84077
Q15329,P12004
Q15329,P06493
Q15329,P11388
Q15329,P01106
Q15349,P28482
Q15349,P27361
Q15349,P18848
Q15361,P05129
Q15361,P17612
Q15361,P17252
Q15369,Q13315
Q15369,Q16665
Q15370,Q13315
Q15370,Q16665
Q15375,P00519
Q15382,P42345
Q15418,P28482
Q15418,P27361
Q15418,P18848
Q15418,O15111
Q15418,P16220
Q15418,O14920
Q15438,P84077
Q15464,Q13464
Q15465,Q99835
Q15466,P25963
Q15466,P35228
Q15466,P00403
Q15466,P01375
Q15466,P01106
Q15526,P99999
Q15528,P35558
Q15554,Q13315
Q15583,P05121
Q15596,Q06520
Q15596,P04150
Q15596,P07339
Q15596,P02647
Q15596,P50416
Q15596,Q02928
Q15596,P35558
Q15596,O60656
Q15596,P01019
Q15596,P02652
Q15596,P48163
Q15596,P23786
Q15596,O95477
Q15596,P04798
Q15596,P51161
Q15596,P13196
Q15596,Q07869
Q15596,Q16881
Q15628,P42574
Q15628,P17405
Q15628,O15111
Q15648,Q06520
Q15648,Q08426
Q15648,P07339
Q15648,P02647
Q15648,P50416
Q15648,Q15067
Q15648,P17612
Q15648,Q02928
Q15648,P35558
Q15648,O60656
Q15648,P01019
Q15648,P02652
Q15648,P48163
Q15648,P23786
Q15648,P12931
Q15648,O95477
Q15648,P04798
Q15648,P13196
Q15648,Q07869
Q15648,Q16881
Q15653,P19838
Q15653,O15111
Q15653,O14920
Q15691,Q96GD4
Q15691,P36873
Q15717,P24385
Q15717,Q9Y478
Q15717,O43741
Q15717,Q9UGJ0
Q15717,P54619
Q15717,Q13131
Q15717,P54646
Q15717,Q9UGI9
Q15746,Q02156
Q15746,P05556
Q15750,O15111
Q15750,O14920
Q15759,P28482
Q15759,P27361
Q15759,P01584
Q15759,P15336
Q15759,P43403
Q15759,P14598
Q15759,P17676
Q15759,P01100
Q15759,P06401
Q15759,Q92731
Q15759,P49137
Q15759,P05412
Q15759,P04839
Q15759,Q15080
Q15759,P60953
Q15759,P16220
Q15759,P01375
Q15759,P03372
Q15759,P31749
Q15759,P01106
Q15762,P20701
Q15762,P05107
Q15768,P54760
Q15788,Q06520
Q15788,P04150
Q15788,Q08426
Q15788,P07339
Q15788,P02647
Q15788,P50416
Q15788,P04155
Q15788,Q15067
Q15788,Q02928
Q15788,P35558
Q15788,O60656
Q15788,P01019
Q15788,P02652
Q15788,P48163
Q15788,P23786
Q15788,O95477
Q15788,P04798
Q15788,P51161
Q15788,P13196
Q15788,Q07869
Q15788,Q16881
Q15796,P01137
Q15796,P05121
Q15796,P63208
Q15796,P36896
Q15796,P01106
Q15797,Q04771
Q15797,P15336
Q15831,Q9Y478
Q15831,O43741
Q15831,Q9UGJ0
Q15831,P54619
Q15831,Q13131
Q15831,P54646
Q15831,Q9UGI9
Q15835,P08100
Q15842,Q02156
Q15843,Q16665
Q15853,P07339
Q15904,P05129
Q15904,P17252
Q15911,P38936
Q15942,P42336
Q15942,P12931
Q15942,P27986
Q16236,P09601
Q16236,Q08257
Q16236,P16435
Q16236,P09210
Q16254,P12004
Q16254,P06493
Q16254,P11388
Q16254,P01106
Q16288,P01112
Q16363,P63000
Q16363,P60953
Q16512,P07288
Q16537,Q96GD4
Q16537,P36873
Q16537,P31749
Q16539,P28482
Q16539,P09601
Q16539,P18846
Q16539,P27361
Q16539,P01584
Q16539,P15336
Q16539,P43403
Q16539,P14598
Q16539,P17676
Q16539,P01100
Q16539,P04054
Q16539,P06401
Q16539,Q92731
Q16539,P49137
Q16539,P05412
Q16539,P04839
Q16539,Q15080
Q16539,P60953
Q16539,P16220
Q16539,P01375
Q16539,P03372
Q16539,P01106
Q16543,P01133
Q16543,P00533
Q16543,P07900
Q16555,P49841
Q16555,Q00535
Q16566,P56524
Q16566,P16220
Q16581,P01024
Q16584,P04049
Q16584,P15056
Q16584,P10398
Q16584,P63000
Q16584,P60953
Q16584,P01112
Q16611,P99999
Q16611,P10415
Q16611,O14727
Q16620,P01138
Q16620,P01112
Q16621,P68871
Q16623,P60880
Q16656,P06576
Q16656,P99999
Q16656,P13196
Q16665,P28482
Q16665,P27361
Q16665,Q9GZT9
Q16665,Q16790
Q16665,P38936
Q16665,P00338
Q16665,Q96KS0
Q16671,P12644
Q16671,P43026
Q16690,P28482
Q16690,P27361
Q16762,Q9Y697
Q16777,P24385
Q16777,P07288
Q16777,P07359
Q16777,P01106
Q16778,P24385
Q16778,P07288
Q16778,P07359
Q16778,P10415
Q16778,P01106
Q16787,P63000
Q16787,P60953
Q16816,P11217
Q16816,P06737
Q16816,P11216
Q16828,P28482
Q16828,P27361
Q16829,P28482
Q16829,P27361
Q17RY0,P06493
Q2M5E4,P63096
Q2NKX8,Q96GD4
Q2NKX8,P36873
Q2PPJ7,P11233
Q32MK0,Q02156
Q3L8U1,Q06520
Q3L8U1,P02647
Q3L8U1,P50416
Q3L8U1,Q02928
Q3L8U1,O60656
Q3L8U1,P01019
Q3L8U1,P02652
Q3L8U1,P48163
Q3L8U1,P23786
Q3L8U1,O95477
Q3L8U1,P04798
Q3L8U1,P13196
Q3L8U1,Q07869
Q3L8U1,Q16881
Q3SYG4,Q99705
Q3SYG4,Q99835
Q495Y8,P06493
Q4G163,P63208
Q4G163,P06493
Q4KMG0,Q99835
Q52LA3,P12004
Q52LA3,P11388
Q53ET0,Q9Y478
Q53ET0,O43741
Q53ET0,Q9UGJ0
Q53ET0,P54619
Q53ET0,Q13131
Q53ET0,P54646
Q53ET0,Q96LZ3
Q53ET0,P16220
Q53ET0,Q9UGI9
Q53ET0,P31749
Q53HL2,Q96GD4
Q53HL2,P36873
Q562F6,Q96GD4
Q562F6,P36873
Q5EG05,P29466
Q5FBB7,Q96GD4
Q5FBB7,P36873
Q5JSP0,P60953
Q5JWF2|P84996|P63092|O95467,P30968
Q5JWF2|P84996|P63092|O95467,P43116
Q5JWF2|P84996|P63092|O95467,P50406
Q5JWF2|P84996|P63092|O95467,P43119
Q5JWF2|P84996|P63092|O95467,P22888
Q5JWF2|P84996|P63092|O95467,P35408
Q5JWF2|P84996|P63092|O95467,P29275
Q5JWF2|P84996|P63092|O95467,P07550
Q5JWF2|P84996|P63092|O95467,P21918
Q5JWF2|P84996|P63092|O95467,P30559
Q5JWF2|P84996|P63092|O95467,Q01718
Q5JWF2|P84996|P63092|O95467,P34969
Q5JWF2|P84996|P63092|O95467,Q08462
Q5JWF2|P84996|P63092|O95467,P13945
Q5JWF2|P84996|P63092|O95467,Q13639
Q5JWF2|P84996|P63092|O95467,P47712
Q5JWF2|P84996|P63092|O95467,P08588
Q5JWF2|P84996|P63092|O95467,P43220
Q5JWF2|P84996|P63092|O95467,P12931
Q5JWF2|P84996|P63092|O95467,P25021
Q5JWF2|P84996|P63092|O95467,P21728
Q5JWF2|P84996|P63092|O95467,Q99527
Q5JWF2|P84996|P63092|O95467,P47871
Q5JWF2|P84996|P63092|O95467,P29274
Q5MJ68,P06493
Q5MJ70,P06493
Q5RI15,P99999
Q5SW96,P02649
Q5SW96,P01130
Q5T1C6,P31749
Q5TKA1,P12004
Q5TKA1,P11388
Q5UE93,P63096
Q5UE93,P31749
Q5VZM2,P42345
Q5XLA6,P29466
Q5XUX0,P63208
Q5XUX1,P63208
Q5XX13,P63208
Q68CJ9,P49841
Q6EEV6,Q05513
Q6GQQ9,O15111
Q6GQQ9,P98170
Q6GQQ9,P01375
Q6GQQ9,O14920
Q6H8Q1,P15153
Q6H8Q1,P63000
Q6H8Q1,P60953
Q6IPU0,Q96GD4
Q6IPU0,P36873
Q6KF10,Q16671
Q6MZP7,P12004
Q6MZP7,P11388
Q6P050,P63208
Q6P2C8,P35558
Q6P3W2,P13639
Q6P4F2,P10109
Q6P4F2,Q16595
Q6PCT2,P63208
Q6PH85,Q16665
Q6Q788,P02647
Q6Q788,P02649
Q6Q788,P02652
Q6S5L8,P16234
Q6S5L8,P09619
Q6S5L8,P35968
Q6S5L8,P43403
Q6S5L8,P00533
Q6S5L8,Q16620
Q6S5L8,P10721
Q6S5L8,P11274
Q6S5L8,P06213
Q6S5L8,P06241
Q6S5L8,P00519
Q6S5L8,P12931
Q6S5L8,P43405
Q6S5L8,P11362
Q6S5L8,P04629
Q6STE5,Q06520
Q6STE5,P02647
Q6STE5,P50416
Q6STE5,Q02928
Q6STE5,O60656
Q6STE5,P01019
Q6STE5,P02652
Q6STE5,P48163
Q6STE5,P23786
Q6STE5,O95477
Q6STE5,P04798
Q6STE5,P13196
Q6STE5,Q07869
Q6STE5,Q16881
Q6UWB1,P23458
Q6UXZ4,P12931
Q6X9E4,P63208
Q6ZN44,P12931
Q6ZS82,P11488
Q6ZS82,P16499
Q6ZS82,P35913
Q6ZUJ8,P43405
Q6ZVD8,P31749
Q6ZYL4,Q13315
Q70SY1,P49841
Q71F23,Q96GD4
Q71F23,P36873
Q71F56,P35558
Q71SY5,P35558
Q71UI9,P24385
Q71UI9,P07288
Q71UI9,P07359
Q71UI9,P01106
Q7L2Z9,Q96GD4
Q7L2Z9,P36873
Q7L523,P42345
Q7L576,P15153
Q7L590,P56282
Q7L590,Q14181
Q7L590,Q07864
Q7L590,Q9NRF9
Q7L590,Q9NR33
Q7L7X3,Q96GD4
Q7L7X3,P36873
Q7LBC6,P17612
Q7RTN6,Q13131
Q7RTN6,P54646
Q7Z2W7,P36873
Q7Z434,P01574
Q7Z460,Q96GD4
Q7Z460,P36873
Q7Z4G1,P63208
Q7Z4G1,Q16665
Q7Z4P5,Q16671
Q7Z569,P04049
Q7Z569,P15056
Q7Z569,P10398
Q7Z569,P01112
Q7Z5Q1,P06493
Q7Z5Y6,Q16671
Q7Z6B7,P60953
Q7Z6J2,P84077
Q7Z6L0,P10721
Q86TI0,Q9Y478
Q86TI0,O43741
Q86TI0,Q9UGJ0
Q86TI0,P54619
Q86TI0,Q13131
Q86TI0,P54646
Q86TI0,Q9UGI9
Q86UX7,P05106
Q86VI3,P15153
Q86VI3,P63000
Q86VI3,P60953
Q86VX2,P63208
Q86VX2,Q16665
Q86W56,P06746
Q86W56,P39748
Q86W56,P09874
Q86WN2,P17181
Q86WN2,P48551
Q86WX3,P54652
Q86WX3,P11142
Q86X10,P11233
Q86X55,Q06520
Q86X55,P04150
Q86X55,P02647
Q86X55,P50416
Q86X55,P04155
Q86X55,P17612
Q86X55,Q02928
Q86X55,O60656
Q86X55,P01019
Q86X55,P02652
Q86X55,P48163
Q86X55,P23786
Q86X55,P12931
Q86X55,O95477
Q86X55,P04798
Q86X55,P13196
Q86X55,Q07869
Q86X55,Q16881
Q86X83,P63208
Q86X83,Q16665
Q86XK2,P63208
Q86XR7,Q9Y6Y9
Q86XR7,O00206
Q86YB8,P07237
Q86YN6,P06576
Q86YN6,P99999
Q86YN6,P13196
Q86YR5,P46663
Q86YR5,P01031
Q86YR5,P41143
Q86YR5,P01024
Q86YR5,Q99705
Q86YR5,Q9NYV7
Q86YR5,Q9H3N8
Q86YR5,P49286
Q86YR5,O75899
Q86YR5,P41145
Q86YR5,P30872
Q86YR5,P08913
Q86YR5,P61278
Q86YR5,P47898
Q86YR5,P51681
Q86YR5,P35346
Q86YR5,P25024
Q86YR5,P48039
Q86YR5,Q9H244
Q86YR5,P28566
Q86YR5,P08908
Q86YR5,P30939
Q86YR5,P49146
Q86YR5,Q9Y5Y4
Q86YR5,P59768
Q86YR5,P41146
Q86YR5,P63096
Q86YR5,Q14330
Q86YR5,Q7RTX0
Q86YR5,P30874
Q86YR5,P14416
Q86YR5,Q9BXA5
Q86YR5,P01019
Q86YR5,P21554
Q86YR5,P28222
Q86YR5,P34972
Q86YR5,P28221
Q86YR5,Q8TE23
Q86YR5,P04083
Q86YR5,Q9UBS5
Q86YR5,Q8TDS4
Q86YR5,Q99527
Q86YR5,P01189
Q86YR5,P01303
Q86YR5,P18825
Q86YR5,P61073
Q86YR5,P08172
Q86YR5,P08173
Q86YR5,P41180
Q86YR5,P49019
Q86YR5,P21462
Q86YS7,P11233
Q86YV6,Q02156
Q86Z14,P08620
Q86Z14,P09038
Q86Z14,P01112
Q86Z14,P05230
Q8HWS3,P01308
Q8IU85,P16220
Q8IU99,Q9NY46
Q8IU99,Q99250
Q8IU99,Q15858
Q8IUC6,Q9Y6Y9
Q8IUC6,O15111
Q8IUC6,O00206
Q8IUC6,O14920
Q8IV61,P01112
Q8IV63,P28482
Q8IV63,P27361
Q8IVA1,P46663
Q8IVA1,P01031
Q8IVA1,P41143
Q8IVA1,P01024
Q8IVA1,Q99705
Q8IVA1,Q9NYV7
Q8IVA1,Q9H3N8
Q8IVA1,P49286
Q8IVA1,O75899
Q8IVA1,P41145
Q8IVA1,P30872
Q8IVA1,P08913
Q8IVA1,P61278
Q8IVA1,P47898
Q8IVA1,P51681
Q8IVA1,P35346
Q8IVA1,P25024
Q8IVA1,P48039
Q8IVA1,Q9H244
Q8IVA1,P28566
Q8IVA1,P08908
Q8IVA1,P30939
Q8IVA1,P49146
Q8IVA1,Q9Y5Y4
Q8IVA1,P59768
Q8IVA1,P41146
Q8IVA1,P63096
Q8IVA1,Q14330
Q8IVA1,Q7RTX0
Q8IVA1,P30874
Q8IVA1,P14416
Q8IVA1,Q9BXA5
Q8IVA1,P01019
Q8IVA1,P21554
Q8IVA1,P28222
Q8IVA1,P34972
Q8IVA1,P28221
Q8IVA1,Q8TE23
Q8IVA1,P04083
Q8IVA1,Q9UBS5
Q8IVA1,Q8TDS4
Q8IVA1,Q99527
Q8IVA1,P01189
Q8IVA1,P01303
Q8IVA1,P18825
Q8IVA1,P61073
Q8IVA1,P08172
Q8IVA1,P08173
Q8IVA1,P41180
Q8IVA1,P49019
Q8IVA1,P21462
Q8IVP5,P68400
Q8IVP5,P12931
Q8IVP5,P67870
Q8IVT5,P28482
Q8IVT5,P41240
Q8IVT5,P04049
Q8IVT5,P27361
Q8IVT5,P15056
Q8IVT5,P10398
Q8IVT5,P02675
Q8IVT5,P02679
Q8IVT5,P02751
Q8IVT5,P12931
Q8IVT5,P01112
Q8IVT5,P05106
Q8IWE4,P63208
Q8IWZ6,Q99705
Q8IWZ6,Q99835
Q8IX07,P07359
Q8IXH7,Q13315
Q8IXL6,P05546
Q8IXL6,P09382
Q8IXL6,P04070
Q8IXL6,P02647
Q8IXL6,P12644
Q8IXL6,P01024
Q8IXL6,P02649
Q8IXL6,Q06481
Q8IXL6,P00450
Q8IXL6,P02768
Q8IXL6,P14625
Q8IXL6,O14791
Q8IXL6,P07237
Q8IXL6,P02679
Q8IXL6,P02751
Q8IXL6,P19823
Q8IXL6,P01008
Q8IXL6,P02652
Q8IXL6,P17936
Q8IXL6,P02787
Q8IXL6,P02765
Q8IXL6,P01009
Q8IYF1,Q13315
Q8IYT8,P17612
Q8IYT8,P42345
Q8IZD2,P07359
Q8IZJ1,P12931
Q8IZL2,P35916
Q8IZL2,P01106
Q8N0S6,Q96GD4
Q8N0S6,P36873
Q8N122,Q15382
Q8N122,Q13131
Q8N122,P54646
Q8N122,P31749
Q8N163,P54652
Q8N163,P11142
Q8N1E6,P63208
Q8N2W9,P51692
Q8N2Z9,Q96GD4
Q8N2Z9,P36873
Q8N3I7,Q99705
Q8N3I7,Q99835
Q8N3U4,P01106
Q8N3Y1,P63208
Q8N461,P63208
Q8N4N8,Q96GD4
Q8N4N8,P36873
Q8N5V2,P15153
Q8N5V2,P63000
Q8N5V2,P54760
Q8N5V2,P29317
Q8N5V2,P60953
Q8N668,P63208
Q8N668,Q16665
Q8N6P7,P51692
Q8N6T3,P63000
Q8N6T3,P01112
Q8N6T3,P84077
Q8N6T7,Q16665
Q8N6T7,P01106
Q8N752,Q99835
Q8N8Q8,P99999
Q8N8S7,P00519
Q8N907,P36896
Q8N9R8,P05556
Q8NB16,P07900
Q8NB16,P08238
Q8NBP7,P01130
Q8NBT2,Q96GD4
Q8NBT2,P36873
Q8NCQ5,P63208
Q8NDV7,P01106
Q8NDV7,O14646
Q8NE09,P63096
Q8NE35,P06493
Q8NEE6,P63208
Q8NER1,Q02156
Q8NER1,P17612
Q8NER1,P12931
Q8NEV1,P25963
Q8NEV9,P23458
Q8NEZ4,P07359
Q8NEZ5,P63208
Q8NFH3,Q96GD4
Q8NFH3,P36873
Q8NFH4,Q96GD4
Q8NFH4,P36873
Q8NFJ9,Q99705
Q8NFJ9,Q99835
Q8NFM4,Q05655
Q8NFV5,P06493
Q8NFZ5,P19838
Q8NG31,Q96GD4
Q8NG31,P36873
Q8NG57,Q13315
Q8NHW3,P01308
Q8NHW4,P51681
Q8NI29,P63208
Q8NI77,Q96GD4
Q8NI77,P36873
Q8TAD2,P23458
Q8TAM2,Q99705
Q8TAM2,Q99835
Q8TAQ2,P04150
Q8TAQ2,P01574
Q8TAT2,P05230
Q8TB45,Q15382
Q8TB45,P42345
Q8TB52,P63208
Q8TC07,P51149
Q8TCU5,P17612
Q8TCU6,O00459
Q8TCU6,P15153
Q8TCU6,P42336
Q8TCU6,P42338
Q8TCU6,P63000
Q8TCU6,O00329
Q8TCU6,P27986
Q8TCY5,P01189
Q8TD55,P09619
Q8TD86,P35228
Q8TD86,P29475
Q8TDY4,P62330
Q8TEM1,P56524
Q8TEM1,Q9UBN7
Q8TEM1,Q13547
Q8TEM1,Q9UKV0
Q8TEW0,P60953
Q8TEY5,P49841
Q8TF61,P63208
Q8WTQ7,P08100
Q8WU20,P08620
Q8WU20,P09038
Q8WU20,P11362
Q8WU20,P01112
Q8WU20,P04629
Q8WU20,P05230
Q8WUM0,Q96GD4
Q8WUM0,P36873
Q8WV28,P43405
Q8WVK7,Q96GD4
Q8WVK7,P36873
Q8WVM7,P01106
Q8WW22,P54652
Q8WW22,P11142
Q8WWG1,P17252
Q8WWI1,P63208
Q8WWW0,P36873
Q8WWW0,P20701
Q8WWW0,P05556
Q8WWW0,P05107
Q8WWW0,P01112
Q8WX92,Q13315
Q8WXG6,P17405
Q8WXH5,P06213
Q8WYA1,P05121
Q8WYP5,Q96GD4
Q8WYP5,P36873
Q8WYR1,P63096
Q8WYR1,P31749
Q8WZ64,P63000
Q8WZ64,P01112
Q8WZ64,P84077
Q8WZA2,Q09428
Q8WZA2,P63096
Q8WZA2,Q14654
Q92481,P01137
Q92481,P10721
Q92529,P16234
Q92529,P09619
Q92529,P35968
Q92529,P43403
Q92529,P00533
Q92529,Q16620
Q92529,P10721
Q92529,P11274
Q92529,P06213
Q92529,P06241
Q92529,P00519
Q92529,P12931
Q92529,P43405
Q92529,P11362
